x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89631.4488,43131.547,0.0,0.0,0.0,0.9795777228014658,0.2010658722685045,5.5555556
89630.4488,43132.147,0.0,0.0,0.0,0.9795777228010244,0.20106587227065503,5.5555556
89629.4488,43132.547,0.0,0.0,0.0,0.9795777228014658,0.2010658722685045,5.5555556
89628.4488,43132.947,0.0,0.0,0.0,0.9378850149044763,0.34694624773533755,5.5555556
89627.4488,43133.747,0.0,0.0,0.0,0.8348410922372319,0.5504910087477776,5.5555556
89626.8488,43134.747,0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,5.5555556
89626.8488,43135.747,0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,5.5555556
89626.8488,43136.747,0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,5.5555556
89626.8488,43137.747,0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,5.5555556
89626.8488,43138.747,0.0,0.0,0.0,0.7983486481180945,0.6021955131417129,5.5555556
89626.6488,43139.747,0.0,0.0,0.0,0.88916764272006,0.4575815808570662,5.5555556
89626.0488,43140.747,0.0,0.0,0.0,0.966499648765316,0.2566679351545901,5.5555556
89625.0488,43141.547,0.0,0.0,0.0,0.990334273778559,0.1387012118890608,5.5555556
89624.0488,43141.747,0.0,0.0,0.0,0.966499648765316,0.2566679351545901,5.5555556
89623.0488,43142.347,0.0,0.0,0.0,0.9795777228018442,0.20106587226666134,5.5555556
89622.0488,43142.747,0.0,0.0,0.0,0.9402715776829087,0.340425263753579,5.5555556
89621.0488,43143.347,0.0,0.0,0.0,0.8649100931188761,0.5019268181927492,5.5555556
89620.4488,43144.347,0.0,0.0,0.0,0.7983486481147877,0.6021955131460969,5.5555556
89620.0488,43145.347,0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,5.5555556
89620.0488,43146.347,0.0,0.0,0.0,0.7554539549949912,0.6552017413609534,5.5555556
89620.0488,43147.347,0.0,0.0,0.0,0.7554539549949912,0.6552017413609534,5.5555556
89619.8488,43148.347,0.0,0.0,0.0,0.7983486481176811,0.6021955131422609,5.5555556
89619.6488,43149.347,0.0,0.0,0.0,0.9085128984925499,0.41785680953248283,5.5555556
89618.8488,43150.347,0.0,0.0,0.0,0.9238795325124469,0.3826834323622888,5.5555556
89618.0488,43151.347,0.0,0.0,0.0,0.9522955085498538,0.305177431006579,5.5555556
89617.0488,43151.947,0.0,0.0,0.0,0.923879532511784,0.3826834323638893,5.5555556
89616.0488,43152.947,0.0,0.0,0.0,0.8891676427194976,0.457581580858159,5.5555556
89615.2488,43153.947,0.0,0.0,0.0,0.8649100931188761,0.5019268181927492,5.5555556
89614.6488,43154.947,0.0,0.0,0.0,0.8348410922367139,0.550491008748563,5.5555556
89614.2488,43155.947,0.0,0.0,0.0,0.7983486481147877,0.6021955131460969,5.5555556
89613.8488,43156.947,0.0,0.0,0.0,0.7554539549983283,0.6552017413571057,5.5555556
89613.8488,43157.947,0.0,0.0,0.0,0.7554539549983283,0.6552017413571057,5.5555556
89613.6488,43158.947,0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,5.5555556
89613.6488,43159.947,0.0,0.0,0.0,0.6552017413571057,0.7554539549983283,5.5555556
89613.8488,43160.947,0.0,0.0,0.0,0.6552017413609534,0.7554539549949914,5.5555556
89614.0488,43161.947,0.0,0.0,0.0,0.602195513146097,0.7983486481147876,5.5555556
89614.2488,43162.947,0.0,0.0,0.0,0.4241553962491835,0.905589421223933,5.5555556
89614.8488,43163.947,0.0,0.0,0.0,0.25666793515864705,0.9664996487642386,5.5555556
89615.8488,43164.547,0.0,0.0,0.0,0.1387012118904203,0.9903342737783686,5.5555556
89616.8488,43164.747,0.0,0.0,0.0,0.07088902008995354,0.9974842088126941,5.5555556
89617.8488,43164.947,0.0,0.0,0.0,0.0,1.0,5.5555556
89618.8488,43164.947,0.0,0.0,0.0,0.0,1.0,5.5555556
89619.8488,43164.947,0.0,0.0,0.0,-0.1387012118904203,0.9903342737783686,5.5555556
89620.8488,43164.747,0.0,0.0,0.0,-0.20106587227065506,0.9795777228010244,5.5555556
89621.8488,43164.347,0.0,0.0,0.0,-0.25666793515864705,0.9664996487642386,5.5555556
89622.8488,43163.747,0.0,0.0,0.0,-0.25666793515864705,0.9664996487642386,5.5555556
89623.8488,43163.147,0.0,0.0,0.0,-0.34694624773533755,0.9378850149044763,5.5555556
89624.8488,43162.347,0.0,0.0,0.0,-0.4178568095324829,0.9085128984925499,5.5555556
